Data as of,Start Week,End Week,State,Condition Group,Condition,ICD10_codes,Age Group,Number of COVID-19 Deaths,Flag
09/20/2020,02/01/2020,09/19/2020,MA,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",0-24,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,MA,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",25-34,15,
09/20/2020,02/01/2020,09/19/2020,MA,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",35-44,40,
09/20/2020,02/01/2020,09/19/2020,MA,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",45-54,112,
09/20/2020,02/01/2020,09/19/2020,MA,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",55-64,356,
09/20/2020,02/01/2020,09/19/2020,MA,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",65-74,750,
09/20/2020,02/01/2020,09/19/2020,MA,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",75-84,1119,
09/20/2020,02/01/2020,09/19/2020,MA,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",85+,1528,
09/20/2020,02/01/2020,09/19/2020,MA,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",Not stated,0,
09/20/2020,02/01/2020,09/19/2020,MA,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",All ages,3921,
09/20/2020,02/01/2020,09/19/2020,MA,Coronavirus Disease 2019,COVID-19,U071,0-24,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,MA,Coronavirus Disease 2019,COVID-19,U071,25-34,19,
09/20/2020,02/01/2020,09/19/2020,MA,Coronavirus Disease 2019,COVID-19,U071,35-44,48,
09/20/2020,02/01/2020,09/19/2020,MA,Coronavirus Disease 2019,COVID-19,U071,45-54,164,
09/20/2020,02/01/2020,09/19/2020,MA,Coronavirus Disease 2019,COVID-19,U071,55-64,547,
09/20/2020,02/01/2020,09/19/2020,MA,Coronavirus Disease 2019,COVID-19,U071,65-74,1221,
09/20/2020,02/01/2020,09/19/2020,MA,Coronavirus Disease 2019,COVID-19,U071,75-84,2198,
09/20/2020,02/01/2020,09/19/2020,MA,Coronavirus Disease 2019,COVID-19,U071,85+,3818,
09/20/2020,02/01/2020,09/19/2020,MA,Coronavirus Disease 2019,COVID-19,U071,Not stated,0,
09/20/2020,02/01/2020,09/19/2020,MA,Coronavirus Disease 2019,COVID-19,U071,All ages,8022,
09/20/2020,02/01/2020,09/19/2020,MD,Respiratory diseases,Influenza and pneumonia,J09-J18,0-24,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,MD,Respiratory diseases,Influenza and pneumonia,J09-J18,25-34,15,
09/20/2020,02/01/2020,09/19/2020,MD,Respiratory diseases,Influenza and pneumonia,J09-J18,35-44,27,
09/20/2020,02/01/2020,09/19/2020,MD,Respiratory diseases,Influenza and pneumonia,J09-J18,45-54,82,
09/20/2020,02/01/2020,09/19/2020,MD,Respiratory diseases,Influenza and pneumonia,J09-J18,55-64,186,
09/20/2020,02/01/2020,09/19/2020,MD,Respiratory diseases,Influenza and pneumonia,J09-J18,65-74,312,
09/20/2020,02/01/2020,09/19/2020,MD,Respiratory diseases,Influenza and pneumonia,J09-J18,75-84,404,
09/20/2020,02/01/2020,09/19/2020,MD,Respiratory diseases,Influenza and pneumonia,J09-J18,85+,405,
09/20/2020,02/01/2020,09/19/2020,MD,Respiratory diseases,Influenza and pneumonia,J09-J18,Not stated,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,MD,Respiratory diseases,Influenza and pneumonia,J09-J18,All ages,1436,
09/20/2020,02/01/2020,09/19/2020,MD,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,0-24,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,MD,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,25-34,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,MD,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,35-44,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,MD,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,45-54,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,MD,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,55-64,55,
09/20/2020,02/01/2020,09/19/2020,MD,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,65-74,92,
09/20/2020,02/01/2020,09/19/2020,MD,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,75-84,134,
09/20/2020,02/01/2020,09/19/2020,MD,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,85+,106,
09/20/2020,02/01/2020,09/19/2020,MD,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,Not stated,0,
09/20/2020,02/01/2020,09/19/2020,MD,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,All ages,399,
09/20/2020,02/01/2020,09/19/2020,MD,Respiratory diseases,Adult respiratory distress syndrome,J80,0-24,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,MD,Respiratory diseases,Adult respiratory distress syndrome,J80,25-34,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,MD,Respiratory diseases,Adult respiratory distress syndrome,J80,35-44,11,
09/20/2020,02/01/2020,09/19/2020,MD,Respiratory diseases,Adult respiratory distress syndrome,J80,45-54,32,
09/20/2020,02/01/2020,09/19/2020,MD,Respiratory diseases,Adult respiratory distress syndrome,J80,55-64,99,
09/20/2020,02/01/2020,09/19/2020,MD,Respiratory diseases,Adult respiratory distress syndrome,J80,65-74,133,
09/20/2020,02/01/2020,09/19/2020,MD,Respiratory diseases,Adult respiratory distress syndrome,J80,75-84,97,
09/20/2020,02/01/2020,09/19/2020,MD,Respiratory diseases,Adult respiratory distress syndrome,J80,85+,69,
09/20/2020,02/01/2020,09/19/2020,MD,Respiratory diseases,Adult respiratory distress syndrome,J80,Not stated,0,
09/20/2020,02/01/2020,09/19/2020,MD,Respiratory diseases,Adult respiratory distress syndrome,J80,All ages,451,
09/20/2020,02/01/2020,09/19/2020,MD,Respiratory diseases,Respiratory failure,J96,0-24,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,MD,Respiratory diseases,Respiratory failure,J96,25-34,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,MD,Respiratory diseases,Respiratory failure,J96,35-44,24,
09/20/2020,02/01/2020,09/19/2020,MD,Respiratory diseases,Respiratory failure,J96,45-54,61,
09/20/2020,02/01/2020,09/19/2020,MD,Respiratory diseases,Respiratory failure,J96,55-64,141,
09/20/2020,02/01/2020,09/19/2020,MD,Respiratory diseases,Respiratory failure,J96,65-74,222,
09/20/2020,02/01/2020,09/19/2020,MD,Respiratory diseases,Respiratory failure,J96,75-84,288,
09/20/2020,02/01/2020,09/19/2020,MD,Respiratory diseases,Respiratory failure,J96,85+,218,
09/20/2020,02/01/2020,09/19/2020,MD,Respiratory diseases,Respiratory failure,J96,Not stated,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,MD,Respiratory diseases,Respiratory failure,J96,All ages,966,
09/20/2020,02/01/2020,09/19/2020,MD,Respiratory diseases,Respiratory arrest,R09.2,0-24,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,MD,Respiratory diseases,Respiratory arrest,R09.2,25-34,0,
09/20/2020,02/01/2020,09/19/2020,MD,Respiratory diseases,Respiratory arrest,R09.2,35-44,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,MD,Respiratory diseases,Respiratory arrest,R09.2,45-54,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,MD,Respiratory diseases,Respiratory arrest,R09.2,55-64,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,MD,Respiratory diseases,Respiratory arrest,R09.2,65-74,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,MD,Respiratory diseases,Respiratory arrest,R09.2,75-84,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,MD,Respiratory diseases,Respiratory arrest,R09.2,85+,10,
09/20/2020,02/01/2020,09/19/2020,MD,Respiratory diseases,Respiratory arrest,R09.2,Not stated,0,
09/20/2020,02/01/2020,09/19/2020,MD,Respiratory diseases,Respiratory arrest,R09.2,All ages,31,
09/20/2020,02/01/2020,09/19/2020,MD,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",0-24,0,
09/20/2020,02/01/2020,09/19/2020,MD,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",25-34,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,MD,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",35-44,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,MD,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",45-54,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,MD,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",55-64,20,
09/20/2020,02/01/2020,09/19/2020,MD,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",65-74,31,
09/20/2020,02/01/2020,09/19/2020,MD,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",75-84,44,
09/20/2020,02/01/2020,09/19/2020,MD,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",85+,35,
09/20/2020,02/01/2020,09/19/2020,MD,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",Not stated,0,
09/20/2020,02/01/2020,09/19/2020,MD,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",All ages,142,
09/20/2020,02/01/2020,09/19/2020,MD,Circulatory diseases,Hypertensive diseases,I10-I15,0-24,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,MD,Circulatory diseases,Hypertensive diseases,I10-I15,25-34,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,MD,Circulatory diseases,Hypertensive diseases,I10-I15,35-44,15,
09/20/2020,02/01/2020,09/19/2020,MD,Circulatory diseases,Hypertensive diseases,I10-I15,45-54,49,
09/20/2020,02/01/2020,09/19/2020,MD,Circulatory diseases,Hypertensive diseases,I10-I15,55-64,129,
09/20/2020,02/01/2020,09/19/2020,MD,Circulatory diseases,Hypertensive diseases,I10-I15,65-74,209,
09/20/2020,02/01/2020,09/19/2020,MD,Circulatory diseases,Hypertensive diseases,I10-I15,75-84,297,
09/20/2020,02/01/2020,09/19/2020,MD,Circulatory diseases,Hypertensive diseases,I10-I15,85+,346,
09/20/2020,02/01/2020,09/19/2020,MD,Circulatory diseases,Hypertensive diseases,I10-I15,Not stated,0,
09/20/2020,02/01/2020,09/19/2020,MD,Circulatory diseases,Hypertensive diseases,I10-I15,All ages,1053,
09/20/2020,02/01/2020,09/19/2020,MD,Circulatory diseases,Ischemic heart disease,I20-I25,0-24,0,
09/20/2020,02/01/2020,09/19/2020,MD,Circulatory diseases,Ischemic heart disease,I20-I25,25-34,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,MD,Circulatory diseases,Ischemic heart disease,I20-I25,35-44,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,MD,Circulatory diseases,Ischemic heart disease,I20-I25,45-54,11,
09/20/2020,02/01/2020,09/19/2020,MD,Circulatory diseases,Ischemic heart disease,I20-I25,55-64,43,
09/20/2020,02/01/2020,09/19/2020,MD,Circulatory diseases,Ischemic heart disease,I20-I25,65-74,112,
09/20/2020,02/01/2020,09/19/2020,MD,Circulatory diseases,Ischemic heart disease,I20-I25,75-84,154,
09/20/2020,02/01/2020,09/19/2020,MD,Circulatory diseases,Ischemic heart disease,I20-I25,85+,183,
09/20/2020,02/01/2020,09/19/2020,MD,Circulatory diseases,Ischemic heart disease,I20-I25,Not stated,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,MD,Circulatory diseases,Ischemic heart disease,I20-I25,All ages,506,
09/20/2020,02/01/2020,09/19/2020,MD,Circulatory diseases,Cardiac arrest,I46,0-24,0,
09/20/2020,02/01/2020,09/19/2020,MD,Circulatory diseases,Cardiac arrest,I46,25-34,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,MD,Circulatory diseases,Cardiac arrest,I46,35-44,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,MD,Circulatory diseases,Cardiac arrest,I46,45-54,13,
09/20/2020,02/01/2020,09/19/2020,MD,Circulatory diseases,Cardiac arrest,I46,55-64,39,
09/20/2020,02/01/2020,09/19/2020,MD,Circulatory diseases,Cardiac arrest,I46,65-74,46,
09/20/2020,02/01/2020,09/19/2020,MD,Circulatory diseases,Cardiac arrest,I46,75-84,31,
09/20/2020,02/01/2020,09/19/2020,MD,Circulatory diseases,Cardiac arrest,I46,85+,27,
09/20/2020,02/01/2020,09/19/2020,MD,Circulatory diseases,Cardiac arrest,I46,Not stated,0,
09/20/2020,02/01/2020,09/19/2020,MD,Circulatory diseases,Cardiac arrest,I46,All ages,160,
09/20/2020,02/01/2020,09/19/2020,MD,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",0-24,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,MD,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",25-34,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,MD,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",35-44,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,MD,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",45-54,10,
09/20/2020,02/01/2020,09/19/2020,MD,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",55-64,44,
09/20/2020,02/01/2020,09/19/2020,MD,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",65-74,70,
09/20/2020,02/01/2020,09/19/2020,MD,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",75-84,123,
09/20/2020,02/01/2020,09/19/2020,MD,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",85+,143,
09/20/2020,02/01/2020,09/19/2020,MD,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",Not stated,0,
09/20/2020,02/01/2020,09/19/2020,MD,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",All ages,396,
09/20/2020,02/01/2020,09/19/2020,MD,Circulatory diseases,Heart failure,I50,0-24,0,
09/20/2020,02/01/2020,09/19/2020,MD,Circulatory diseases,Heart failure,I50,25-34,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,MD,Circulatory diseases,Heart failure,I50,35-44,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,MD,Circulatory diseases,Heart failure,I50,45-54,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,MD,Circulatory diseases,Heart failure,I50,55-64,40,
09/20/2020,02/01/2020,09/19/2020,MD,Circulatory diseases,Heart failure,I50,65-74,58,
09/20/2020,02/01/2020,09/19/2020,MD,Circulatory diseases,Heart failure,I50,75-84,88,
09/20/2020,02/01/2020,09/19/2020,MD,Circulatory diseases,Heart failure,I50,85+,116,
09/20/2020,02/01/2020,09/19/2020,MD,Circulatory diseases,Heart failure,I50,Not stated,0,
09/20/2020,02/01/2020,09/19/2020,MD,Circulatory diseases,Heart failure,I50,All ages,316,
09/20/2020,02/01/2020,09/19/2020,MD,Circulatory diseases,Cerebrovascular diseases,I60-I69,0-24,0,
09/20/2020,02/01/2020,09/19/2020,MD,Circulatory diseases,Cerebrovascular diseases,I60-I69,25-34,0,
09/20/2020,02/01/2020,09/19/2020,MD,Circulatory diseases,Cerebrovascular diseases,I60-I69,35-44,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,MD,Circulatory diseases,Cerebrovascular diseases,I60-I69,45-54,12,
09/20/2020,02/01/2020,09/19/2020,MD,Circulatory diseases,Cerebrovascular diseases,I60-I69,55-64,37,
09/20/2020,02/01/2020,09/19/2020,MD,Circulatory diseases,Cerebrovascular diseases,I60-I69,65-74,81,
09/20/2020,02/01/2020,09/19/2020,MD,Circulatory diseases,Cerebrovascular diseases,I60-I69,75-84,120,
09/20/2020,02/01/2020,09/19/2020,MD,Circulatory diseases,Cerebrovascular diseases,I60-I69,85+,100,
09/20/2020,02/01/2020,09/19/2020,MD,Circulatory diseases,Cerebrovascular diseases,I60-I69,Not stated,0,
09/20/2020,02/01/2020,09/19/2020,MD,Circulatory diseases,Cerebrovascular diseases,I60-I69,All ages,351,
09/20/2020,02/01/2020,09/19/2020,MD,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",0-24,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,MD,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",25-34,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,MD,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",35-44,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,MD,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",45-54,17,
09/20/2020,02/01/2020,09/19/2020,MD,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",55-64,60,
09/20/2020,02/01/2020,09/19/2020,MD,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",65-74,82,
09/20/2020,02/01/2020,09/19/2020,MD,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",75-84,115,
09/20/2020,02/01/2020,09/19/2020,MD,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",85+,133,
09/20/2020,02/01/2020,09/19/2020,MD,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",Not stated,0,
09/20/2020,02/01/2020,09/19/2020,MD,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",All ages,424,
09/20/2020,02/01/2020,09/19/2020,MD,Sepsis,Sepsis,A40-A41,0-24,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,MD,Sepsis,Sepsis,A40-A41,25-34,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,MD,Sepsis,Sepsis,A40-A41,35-44,15,
09/20/2020,02/01/2020,09/19/2020,MD,Sepsis,Sepsis,A40-A41,45-54,29,
09/20/2020,02/01/2020,09/19/2020,MD,Sepsis,Sepsis,A40-A41,55-64,80,
09/20/2020,02/01/2020,09/19/2020,MD,Sepsis,Sepsis,A40-A41,65-74,114,
09/20/2020,02/01/2020,09/19/2020,MD,Sepsis,Sepsis,A40-A41,75-84,104,
09/20/2020,02/01/2020,09/19/2020,MD,Sepsis,Sepsis,A40-A41,85+,85,
09/20/2020,02/01/2020,09/19/2020,MD,Sepsis,Sepsis,A40-A41,Not stated,0,
09/20/2020,02/01/2020,09/19/2020,MD,Sepsis,Sepsis,A40-A41,All ages,433,
09/20/2020,02/01/2020,09/19/2020,MD,Malignant neoplasms,Malignant neoplasms,C00-C97,0-24,0,
09/20/2020,02/01/2020,09/19/2020,MD,Malignant neoplasms,Malignant neoplasms,C00-C97,25-34,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,MD,Malignant neoplasms,Malignant neoplasms,C00-C97,35-44,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,MD,Malignant neoplasms,Malignant neoplasms,C00-C97,45-54,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,MD,Malignant neoplasms,Malignant neoplasms,C00-C97,55-64,35,
