Country,iso3,State,Region,Date,Measure_L1,Measure_L2,Measure_L3,Measure_L4,Status,Comment,Source,,
United States of America,USA,Kansas,Kansas,4/8/20,Social distancing,Small gathering cancellation,Closure of restaurants/bars/cafes,Partial,,open only if less than 10 people are in a confined space,https://governor.kansas.gov/wp-content/uploads/2020/04/20-18-Executed.pdf,,
United States of America,USA,Kansas,Kansas,4/8/20,Social distancing,Small gathering cancellation,Closure of non-essential shops,Partial,,open only if less than 10 people are in a confined space,https://governor.kansas.gov/wp-content/uploads/2020/04/20-18-Executed.pdf,,
United States of America,USA,Kansas,Kansas,4/8/20,Social distancing,Mass gathering cancellation,Places of worship,Partial,,open only if less than 10 people are in a confined space,https://governor.kansas.gov/wp-content/uploads/2020/04/20-18-Executed.pdf,,
United States of America,USA,Kansas,Kansas,4/8/20,Social distancing,Mass gathering cancellation,Cultural places and events,Partial,,open only if less than 10 people are in a confined space,https://governor.kansas.gov/wp-content/uploads/2020/04/20-18-Executed.pdf,,
United States of America,USA,Kentucky,Kentucky,3/6/20,Resource allocation,Activate or establish emergency response,Declare state of emergency,,,,https://governor.ky.gov/attachments/20200306_Executive-Order_2020-215.pdf,,
United States of America,USA,Kentucky,Kentucky,3/6/20,Resource allocation,Activate or establish emergency response,Risk management plan,Set up crisis unit (national),,Activated the Emergency Management Operations Center,https://kentucky.gov/Pages/Activity-stream.aspx?n=GovernorBeshear&prId=77,,
United States of America,USA,Kentucky,Kentucky,3/6/20,Risk communication,Educate and actively communicate with the public,Encourage vaccination against respiratory diseases other than covid19,,,Get a flu shot from your Local Health Department or your family provider.,https://kentucky.gov/Pages/Activity-stream.aspx?n=GovernorBeshear&prId=77,,
United States of America,USA,Kentucky,Kentucky,3/6/20,Risk communication,Actively communicate with healthcare professionals,Encourage hand hygiene,Washing hands with soap and water for at least twenty seconds as frequently as possible or using hand sanitizer,,"Wash hands often with soap and water for at least 20 seconds. If soap and water are not available, use an alcohol-based hand sanitizer",https://kentucky.gov/Pages/Activity-stream.aspx?n=GovernorBeshear&prId=77,,
United States of America,USA,Kentucky,Kentucky,3/6/20,Risk communication,Educate and actively communicate with the public,Respiratory etiquette,Advice campaign for not touching eyes/nose/mouth,,"Avoid touching your eyes, nose and mouth with unwashed hands.",https://kentucky.gov/Pages/Activity-stream.aspx?n=GovernorBeshear&prId=77,,
United States of America,USA,Kentucky,Kentucky,3/6/20,Risk communication,Educate and actively communicate with the public,Promote self-initiated isolation of people with mild respiratory symptoms,,,Stay home when you are sick,https://kentucky.gov/Pages/Activity-stream.aspx?n=GovernorBeshear&prId=77,,
United States of America,USA,Kentucky,Kentucky,3/6/20,Risk communication,Educate and actively communicate with the public,Respiratory etiquette,Advice campaign for sneezing/coughing in the elbow,,Cover your cough or sneeze with a tissue and then properly dispose of it,https://kentucky.gov/Pages/Activity-stream.aspx?n=GovernorBeshear&prId=77,,
United States of America,USA,Kentucky,Kentucky,3/7/20,Risk communication,Educate and actively communicate with the public,Encourage stay at home,Recommend the elderly to stay at home,,Recommended social distancing for those with high-risk,https://governor.ky.gov/covid-19,,
United States of America,USA,Kentucky,Kentucky,3/7/20,Risk communication,Actively communicate with managers,Recommendations for work safety protocols,Encourage businesses to implement sick leave policies,,"Encouraged businesses to implement sick leave policy so sick employees, do not come to work and expose others because of financial concerns",https://governor.ky.gov/covid-19,,
United States of America,USA,Kentucky,Kentucky,3/7/20,Risk communication,Educate and actively communicate with the public,Answer to questions,Telephone hotline covid-19,,Announced Kentucky's COVID-19 informational website and hotline,https://governor.ky.gov/covid-19,,
United States of America,USA,Kentucky,Kentucky,3/9/20,Resource allocation,Crisis management plans,Develop all-of-society and business continuity plans,Extension of health insurance,,"Initiated changes to Medicaid, including eliminating prior authorization and any type of fees associated with testing or treatment for the coronavirus.",https://governor.ky.gov/attachments/20200313_State-of-Emergency_907-KAR-1-604E.pdf,,
United States of America,USA,Kentucky,Kentucky,3/10/20,Social distancing,Special measures for certain establishments,Prisons and youth detention centers,Visit restriction in prisons and youth detention centers,,?Closed all state prisons to visitors.,https://chfs.ky.gov/agencies/dph/covid19/guidanceforcorrectionalfacilities.pdf,,
United States of America,USA,Kentucky,Kentucky,3/10/20,Healthcare and public health capacity,Adapt procedures for patient management,Ease prescription of regular medical products for patients,Ease prescription renewal,,Signed an executive order that allows pharmacists to refill prescriptions for up to 30 days,https://governor.ky.gov/attachments/20200320_Executive-Order_2020-224.pdf,,
United States of America,USA,Kentucky,Kentucky,3/10/20,Social distancing,Measures for special populations,Measures to limit contact to long-term care facilities,"Limited visits to long-term care facilities and nursing homes, except in an end-of-life situation.",,"Limited visits to long-term care facilities and nursing homes, except in an end-of-life situation.",https://chfs.ky.gov/agencies/dph/covid19/Coronvisitationguidancforlongtermcarefacilities.pdf,,
United States of America,USA,Kentucky,Kentucky,3/11/20,Risk communication,Educate and actively communicate with the public,Promote workplace safety measures,Recommendation for home office,,Encouraged all businesses to allow employees to work from home if at all possible,https://kentucky.gov/Pages/Activity-stream.aspx?n=GovernorBeshear&prId=85,,
United States of America,USA,Kentucky,Kentucky,3/11/20,Healthcare and public health capacity,Increase healthcare workforce,Movement restriction of healthcare professionals,Travel ban for healthcare professionals,,Suspended out-of-state travel for state employees.,https://kentucky.gov/Pages/Activity-stream.aspx?n=GovernorBeshear&prId=85,,
United States of America,USA,Kentucky,Kentucky,3/11/20,Risk communication,Educate and actively communicate with the public,Promote social distancing measures,Discourage gathering,,Advised that all community gatherings should be cancelled or postponed,https://governor.ky.gov/covid-19,,
United States of America,USA,Kentucky,Kentucky,3/11/20,Risk communication,Educate and actively communicate with the public,Promote social distancing measures,Promote the 2m distance,,Recommended social distancing for everyone,https://governor.ky.gov/covid-19,,
United States of America,USA,Kentucky,Kentucky,3/13/20,Social distancing,Measures for special populations,Measures to limit contact to long-term care facilities,Recommendation to reduce contact to long-term care facilities,,Recommended the temporary closure of senior centers to help halt the spread of the virus for those most vulnerable. Meals will still be available at many senior centers via drive through pick-up or delivery,https://chfs.ky.gov/agencies/dph/covid19/seniorcenterrecommendations.pdf,,
United States of America,USA,Kentucky,Kentucky,3/13/20,Social distancing,Measures for special populations,Measures to limit contact to the elderly,Provide assistance to the elderly who stay at home,,Recommended the temporary closure of senior centers to help halt the spread of the virus for those most vulnerable. Meals will still be available at many senior centers via drive through pick-up or delivery,https://chfs.ky.gov/agencies/dph/covid19/seniorcenterrecommendations.pdf,,
United States of America,USA,Kentucky,Kentucky,3/14/20,"Case identification, contact tracing and related measures",Enhance detection system,Extend test criteria,Provide free testing,,"Guaranteed that COVID-19 testing would be free to all Kentuckians, even if they are uninsured.",https://governor.ky.gov/covid-19,,
United States of America,USA,Kentucky,Kentucky,3/14/20,Resource allocation,Measures to ensure security of supply,Increase delivery capacity for medical supplies,Ease restrictions for transporters,,regulatory relief for commercial drivers who are providing direct assistance to COVID-19 relief efforts,https://chfs.ky.gov/agencies/dph/covid19/fmcsaemergencydeclaration.pdf,,
United States of America,USA,Kentucky,Kentucky,3/15/20,Social distancing,Return operation of nationals,Return operation of nationals on the Grand Princess cruise ship,Special measure: Quarantine,,Brought Kentuckians on the Grand Princess cruise ship back home. Self-quarantine for all of them,https://kentucky.gov/Pages/Activity-stream.aspx?n=GovernorBeshear&prId=92,,
United States of America,USA,Kentucky,Kentucky,3/16/20,Social distancing,Mass gathering cancellation,Measures for elections,Elections postponed,,postponed the primary elections,https://governor.ky.gov/attachments/20200316_Executive-Order_2020-236_Elections.pdf,,
United States of America,USA,Kentucky,Kentucky,3/16/20,Social distancing,Closure of educational institutions,Complete closure of kindergartens,,,,https://kentucky.gov/Pages/Activity-stream.aspx?n=GovernorBeshear&prId=87,,
